Architecture: alexnet
Load dataset: 13.17 s
Compute features
0 / 5005	Time: 921.638 (921.638)
663 / 5005	Time: 2.519 (2.718)
664 / 5005	Time: 0.039 (2.714)
665 / 5005	Time: 2.556 (2.713)
666 / 5005	Time: 0.352 (2.710)
667 / 5005	Time: 2.611 (2.710)
668 / 5005	Time: 0.302 (2.706)
669 / 5005	Time: 2.415 (2.706)
670 / 5005	Time: 0.039 (2.702)
671 / 5005	Time: 3.064 (2.702)
672 / 5005	Time: 0.036 (2.698)
673 / 5005	Time: 2.620 (2.698)
674 / 5005	Time: 0.038 (2.694)
675 / 5005	Time: 2.672 (2.694)
676 / 5005	Time: 0.038 (2.690)
677 / 5005	Time: 2.720 (2.690)
678 / 5005	Time: 0.038 (2.686)
679 / 5005	Time: 2.470 (2.686)
680 / 5005	Time: 0.038 (2.682)
681 / 5005	Time: 2.373 (2.682)
682 / 5005	Time: 0.037 (2.678)
683 / 5005	Time: 2.611 (2.678)
684 / 5005	Time: 0.038 (2.674)
685 / 5005	Time: 2.536 (2.674)
686 / 5005	Time: 0.037 (2.670)
687 / 5005	Time: 2.921 (2.670)
688 / 5005	Time: 0.037 (2.666)
689 / 5005	Time: 2.557 (2.666)
690 / 5005	Time: 0.038 (2.663)
691 / 5005	Time: 2.771 (2.663)
692 / 5005	Time: 0.039 (2.659)
693 / 5005	Time: 2.568 (2.659)
694 / 5005	Time: 0.038 (2.655)
695 / 5005	Time: 2.406 (2.655)
696 / 5005	Time: 0.153 (2.651)
697 / 5005	Time: 2.719 (2.651)
698 / 5005	Time: 0.038 (2.647)
699 / 5005	Time: 2.822 (2.648)
700 / 5005	Time: 0.057 (2.644)
701 / 5005	Time: 3.071 (2.645)
702 / 5005	Time: 0.039 (2.641)
703 / 5005	Time: 2.520 (2.641)
704 / 5005	Time: 0.038 (2.637)
705 / 5005	Time: 2.650 (2.637)
706 / 5005	Time: 0.055 (2.633)
707 / 5005	Time: 2.821 (2.634)
708 / 5005	Time: 0.039 (2.630)
709 / 5005	Time: 2.446 (2.630)
710 / 5005	Time: 0.058 (2.626)
711 / 5005	Time: 2.869 (2.626)
712 / 5005	Time: 0.038 (2.623)
713 / 5005	Time: 2.370 (2.622)
714 / 5005	Time: 0.036 (2.619)
715 / 5005	Time: 2.620 (2.619)
716 / 5005	Time: 0.040 (2.615)
717 / 5005	Time: 2.570 (2.615)
718 / 5005	Time: 0.039 (2.612)
719 / 5005	Time: 2.521 (2.611)
720 / 5005	Time: 0.037 (2.608)
721 / 5005	Time: 2.820 (2.608)
722 / 5005	Time: 0.062 (2.605)
723 / 5005	Time: 2.622 (2.605)
724 / 5005	Time: 0.038 (2.601)
725 / 5005	Time: 2.419 (2.601)
726 / 5005	Time: 0.039 (2.597)
727 / 5005	Time: 2.573 (2.597)
728 / 5005	Time: 0.039 (2.594)
729 / 5005	Time: 2.574 (2.594)
730 / 5005	Time: 0.038 (2.590)
731 / 5005	Time: 2.731 (2.590)
732 / 5005	Time: 0.038 (2.587)
733 / 5005	Time: 2.571 (2.587)
734 / 5005	Time: 0.036 (2.584)
735 / 5005	Time: 2.969 (2.584)
736 / 5005	Time: 0.037 (2.581)
737 / 5005	Time: 2.338 (2.580)
738 / 5005	Time: 0.036 (2.577)
739 / 5005	Time: 2.257 (2.576)
740 / 5005	Time: 0.159 (2.573)
741 / 5005	Time: 2.406 (2.573)
742 / 5005	Time: 0.251 (2.570)
743 / 5005	Time: 2.670 (2.570)
744 / 5005	Time: 0.039 (2.567)
745 / 5005	Time: 2.118 (2.566)
746 / 5005	Time: 0.038 (2.563)
747 / 5005	Time: 2.019 (2.562)
748 / 5005	Time: 0.038 (2.558)
749 / 5005	Time: 2.022 (2.558)
750 / 5005	Time: 0.038 (2.554)
751 / 5005	Time: 1.919 (2.554)
752 / 5005	Time: 0.037 (2.550)
753 / 5005	Time: 2.071 (2.550)
754 / 5005	Time: 0.039 (2.546)
755 / 5005	Time: 1.969 (2.545)
756 / 5005	Time: 0.038 (2.542)
757 / 5005	Time: 1.819 (2.541)
758 / 5005	Time: 0.038 (2.538)
759 / 5005	Time: 2.570 (2.538)
760 / 5005	Time: 0.039 (2.535)
761 / 5005	Time: 2.470 (2.535)
762 / 5005	Time: 0.037 (2.531)
763 / 5005	Time: 2.622 (2.531)
764 / 5005	Time: 0.037 (2.528)
765 / 5005	Time: 2.269 (2.528)
766 / 5005	Time: 0.037 (2.525)
767 / 5005	Time: 2.324 (2.524)
768 / 5005	Time: 0.039 (2.521)
769 / 5005	Time: 1.971 (2.520)
770 / 5005	Time: 0.036 (2.517)
771 / 5005	Time: 2.118 (2.517)
772 / 5005	Time: 0.039 (2.513)
773 / 5005	Time: 2.419 (2.513)
774 / 5005	Time: 0.038 (2.510)
775 / 5005	Time: 2.121 (2.510)
776 / 5005	Time: 0.038 (2.506)
777 / 5005	Time: 2.369 (2.506)
778 / 5005	Time: 0.038 (2.503)
779 / 5005	Time: 2.909 (2.504)
780 / 5005	Time: 0.041 (2.500)
781 / 5005	Time: 2.470 (2.500)
782 / 5005	Time: 0.039 (2.497)
783 / 5005	Time: 2.468 (2.497)
784 / 5005	Time: 0.036 (2.494)
785 / 5005	Time: 2.670 (2.494)
786 / 5005	Time: 0.038 (2.491)
787 / 5005	Time: 2.174 (2.491)
788 / 5005	Time: 0.038 (2.488)
789 / 5005	Time: 2.620 (2.488)
790 / 5005	Time: 0.038 (2.485)
791 / 5005	Time: 2.570 (2.485)
792 / 5005	Time: 0.038 (2.482)
793 / 5005	Time: 2.427 (2.482)
794 / 5005	Time: 0.038 (2.479)
795 / 5005	Time: 2.122 (2.478)
796 / 5005	Time: 0.038 (2.475)
797 / 5005	Time: 2.069 (2.475)
798 / 5005	Time: 0.037 (2.472)
799 / 5005	Time: 1.831 (2.471)
800 / 5005	Time: 0.039 (2.468)
801 / 5005	Time: 2.725 (2.468)
802 / 5005	Time: 0.037 (2.465)
803 / 5005	Time: 2.320 (2.465)
804 / 5005	Time: 0.039 (2.462)
805 / 5005	Time: 2.169 (2.461)
806 / 5005	Time: 0.038 (2.458)
807 / 5005	Time: 2.174 (2.458)
808 / 5005	Time: 0.039 (2.455)
809 / 5005	Time: 2.121 (2.455)
810 / 5005	Time: 0.038 (2.452)
811 / 5005	Time: 2.270 (2.451)
812 / 5005	Time: 0.037 (2.449)
813 / 5005	Time: 2.520 (2.449)
814 / 5005	Time: 0.038 (2.446)
815 / 5005	Time: 2.520 (2.446)
816 / 5005	Time: 0.038 (2.443)
817 / 5005	Time: 2.523 (2.443)
818 / 5005	Time: 0.037 (2.440)
819 / 5005	Time: 2.820 (2.440)
820 / 5005	Time: 0.038 (2.437)
821 / 5005	Time: 1.968 (2.437)
822 / 5005	Time: 0.038 (2.434)
823 / 5005	Time: 2.120 (2.434)
824 / 5005	Time: 0.054 (2.431)
825 / 5005	Time: 2.420 (2.431)
826 / 5005	Time: 0.039 (2.428)
827 / 5005	Time: 1.818 (2.427)
828 / 5005	Time: 0.038 (2.424)
829 / 5005	Time: 2.469 (2.424)
830 / 5005	Time: 0.039 (2.421)
831 / 5005	Time: 1.317 (2.420)
832 / 5005	Time: 0.038 (2.417)
833 / 5005	Time: 1.910 (2.417)
834 / 5005	Time: 0.038 (2.414)
835 / 5005	Time: 2.706 (2.414)
836 / 5005	Time: 0.152 (2.411)
837 / 5005	Time: 1.454 (2.410)
838 / 5005	Time: 0.101 (2.407)
839 / 5005	Time: 2.220 (2.407)
840 / 5005	Time: 0.037 (2.404)
841 / 5005	Time: 1.918 (2.404)
842 / 5005	Time: 0.037 (2.401)
843 / 5005	Time: 2.012 (2.401)
844 / 5005	Time: 0.038 (2.398)
845 / 5005	Time: 2.219 (2.398)
846 / 5005	Time: 0.038 (2.395)
847 / 5005	Time: 2.117 (2.394)
848 / 5005	Time: 0.037 (2.392)
849 / 5005	Time: 2.105 (2.391)
850 / 5005	Time: 0.152 (2.389)
851 / 5005	Time: 2.057 (2.388)
852 / 5005	Time: 0.503 (2.386)
853 / 5005	Time: 1.854 (2.386)
854 / 5005	Time: 0.552 (2.383)
855 / 5005	Time: 1.955 (2.383)
856 / 5005	Time: 0.453 (2.381)
857 / 5005	Time: 1.955 (2.380)
858 / 5005	Time: 0.453 (2.378)
859 / 5005	Time: 2.006 (2.377)
860 / 5005	Time: 0.207 (2.375)
861 / 5005	Time: 2.205 (2.375)
862 / 5005	Time: 0.356 (2.372)
863 / 5005	Time: 2.312 (2.372)
864 / 5005	Time: 0.151 (2.370)
865 / 5005	Time: 2.520 (2.370)
866 / 5005	Time: 0.038 (2.367)
867 / 5005	Time: 2.120 (2.367)
868 / 5005	Time: 0.038 (2.364)
869 / 5005	Time: 2.371 (2.364)
870 / 5005	Time: 0.036 (2.362)
871 / 5005	Time: 2.269 (2.362)
872 / 5005	Time: 0.038 (2.359)
873 / 5005	Time: 1.819 (2.358)
874 / 5005	Time: 0.038 (2.356)
875 / 5005	Time: 2.570 (2.356)
876 / 5005	Time: 0.036 (2.353)
877 / 5005	Time: 2.501 (2.353)
878 / 5005	Time: 0.037 (2.351)
879 / 5005	Time: 2.319 (2.351)
880 / 5005	Time: 0.037 (2.348)
881 / 5005	Time: 2.055 (2.348)
882 / 5005	Time: 0.038 (2.345)
883 / 5005	Time: 2.269 (2.345)
884 / 5005	Time: 0.039 (2.342)
885 / 5005	Time: 2.319 (2.342)
886 / 5005	Time: 0.039 (2.340)
887 / 5005	Time: 2.119 (2.340)
888 / 5005	Time: 0.039 (2.337)
889 / 5005	Time: 2.369 (2.337)
890 / 5005	Time: 0.038 (2.334)
891 / 5005	Time: 2.321 (2.334)
892 / 5005	Time: 0.036 (2.332)
893 / 5005	Time: 2.419 (2.332)
894 / 5005	Time: 0.037 (2.329)
895 / 5005	Time: 2.319 (2.329)
896 / 5005	Time: 0.043 (2.327)
897 / 5005	Time: 2.220 (2.327)
898 / 5005	Time: 0.038 (2.324)
899 / 5005	Time: 2.019 (2.324)
900 / 5005	Time: 0.038 (2.321)
901 / 5005	Time: 1.475 (2.320)
902 / 5005	Time: 0.036 (2.318)
903 / 5005	Time: 1.471 (2.317)
904 / 5005	Time: 0.036 (2.314)
905 / 5005	Time: 1.218 (2.313)
906 / 5005	Time: 0.036 (2.311)
907 / 5005	Time: 1.769 (2.310)
908 / 5005	Time: 0.038 (2.307)
909 / 5005	Time: 2.520 (2.308)
910 / 5005	Time: 0.036 (2.305)
911 / 5005	Time: 2.169 (2.305)
912 / 5005	Time: 0.039 (2.303)
913 / 5005	Time: 2.373 (2.303)
914 / 5005	Time: 0.038 (2.300)
915 / 5005	Time: 1.504 (2.299)
916 / 5005	Time: 0.038 (2.297)
917 / 5005	Time: 2.469 (2.297)
918 / 5005	Time: 0.039 (2.295)
919 / 5005	Time: 2.570 (2.295)
920 / 5005	Time: 0.038 (2.292)
921 / 5005	Time: 2.372 (2.293)
922 / 5005	Time: 0.037 (2.290)
923 / 5005	Time: 2.370 (2.290)
924 / 5005	Time: 0.038 (2.288)
925 / 5005	Time: 1.921 (2.287)
926 / 5005	Time: 0.037 (2.285)
927 / 5005	Time: 2.434 (2.285)
928 / 5005	Time: 0.039 (2.283)
929 / 5005	Time: 2.105 (2.282)
930 / 5005	Time: 0.038 (2.280)
931 / 5005	Time: 2.920 (2.281)
932 / 5005	Time: 0.039 (2.278)
933 / 5005	Time: 2.619 (2.279)
934 / 5005	Time: 0.037 (2.276)
935 / 5005	Time: 2.620 (2.277)
936 / 5005	Time: 0.038 (2.274)
937 / 5005	Time: 2.436 (2.274)
938 / 5005	Time: 0.036 (2.272)
939 / 5005	Time: 1.755 (2.272)
940 / 5005	Time: 0.038 (2.269)
941 / 5005	Time: 2.478 (2.269)
942 / 5005	Time: 0.038 (2.267)
943 / 5005	Time: 2.193 (2.267)
944 / 5005	Time: 0.039 (2.265)
945 / 5005	Time: 1.604 (2.264)
946 / 5005	Time: 0.038 (2.262)
947 / 5005	Time: 2.383 (2.262)
948 / 5005	Time: 0.036 (2.259)
949 / 5005	Time: 1.955 (2.259)
950 / 5005	Time: 0.038 (2.257)
951 / 5005	Time: 1.969 (2.256)
952 / 5005	Time: 0.038 (2.254)
953 / 5005	Time: 2.221 (2.254)
954 / 5005	Time: 0.039 (2.252)
955 / 5005	Time: 2.269 (2.252)
956 / 5005	Time: 0.038 (2.249)
957 / 5005	Time: 2.320 (2.249)
958 / 5005	Time: 0.038 (2.247)
959 / 5005	Time: 1.966 (2.247)
960 / 5005	Time: 0.037 (2.245)
961 / 5005	Time: 2.520 (2.245)
962 / 5005	Time: 0.039 (2.243)
963 / 5005	Time: 1.805 (2.242)
964 / 5005	Time: 0.252 (2.240)
965 / 5005	Time: 2.056 (2.240)
966 / 5005	Time: 0.653 (2.238)
967 / 5005	Time: 1.003 (2.237)
968 / 5005	Time: 0.403 (2.235)
969 / 5005	Time: 1.053 (2.234)
970 / 5005	Time: 1.304 (2.233)
971 / 5005	Time: 0.803 (2.231)
972 / 5005	Time: 1.504 (2.231)
973 / 5005	Time: 0.601 (2.229)
974 / 5005	Time: 1.905 (2.229)
975 / 5005	Time: 0.553 (2.227)
976 / 5005	Time: 1.805 (2.226)
977 / 5005	Time: 0.702 (2.225)
978 / 5005	Time: 1.554 (2.224)
979 / 5005	Time: 0.703 (2.223)
980 / 5005	Time: 1.655 (2.222)
981 / 5005	Time: 0.805 (2.221)
982 / 5005	Time: 1.555 (2.220)
983 / 5005	Time: 0.859 (2.219)
984 / 5005	Time: 1.406 (2.218)
985 / 5005	Time: 0.804 (2.216)
986 / 5005	Time: 1.604 (2.216)
987 / 5005	Time: 0.350 (2.214)
988 / 5005	Time: 1.504 (2.213)
989 / 5005	Time: 0.704 (2.212)
990 / 5005	Time: 2.106 (2.211)
991 / 5005	Time: 0.200 (2.209)
992 / 5005	Time: 1.755 (2.209)
993 / 5005	Time: 0.552 (2.207)
994 / 5005	Time: 1.705 (2.207)
995 / 5005	Time: 0.152 (2.205)
996 / 5005	Time: 2.059 (2.205)
997 / 5005	Time: 0.207 (2.203)
998 / 5005	Time: 2.025 (2.202)
999 / 5005	Time: 0.036 (2.200)
1000 / 5005	Time: 1.705 (2.200)
1001 / 5005	Time: 0.257 (2.198)
1002 / 5005	Time: 2.110 (2.198)
1003 / 5005	Time: 0.252 (2.196)
1004 / 5005	Time: 1.856 (2.195)
1005 / 5005	Time: 0.603 (2.194)
1006 / 5005	Time: 1.805 (2.194)
1007 / 5005	Time: 0.555 (2.192)
1008 / 5005	Time: 1.856 (2.192)
1009 / 5005	Time: 0.853 (2.190)
1010 / 5005	Time: 1.705 (2.190)
1011 / 5005	Time: 0.653 (2.188)
1012 / 5005	Time: 1.808 (2.188)
1013 / 5005	Time: 0.503 (2.186)
1014 / 5005	Time: 1.655 (2.186)
1015 / 5005	Time: 0.803 (2.184)
1016 / 5005	Time: 1.605 (2.184)
1017 / 5005	Time: 0.753 (2.182)
1018 / 5005	Time: 1.405 (2.182)
1019 / 5005	Time: 0.803 (2.180)
1020 / 5005	Time: 1.555 (2.180)
1021 / 5005	Time: 0.803 (2.178)
1022 / 5005	Time: 1.655 (2.178)
1023 / 5005	Time: 0.502 (2.176)
1024 / 5005	Time: 1.605 (2.176)
1025 / 5005	Time: 0.903 (2.174)
1026 / 5005	Time: 1.454 (2.174)
1027 / 5005	Time: 0.452 (2.172)
1028 / 5005	Time: 1.004 (2.171)
1029 / 5005	Time: 1.354 (2.170)
1030 / 5005	Time: 1.254 (2.169)
1031 / 5005	Time: 1.554 (2.169)
1032 / 5005	Time: 0.903 (2.167)
1033 / 5005	Time: 1.304 (2.166)
1034 / 5005	Time: 1.455 (2.166)
1035 / 5005	Time: 0.753 (2.164)
1036 / 5005	Time: 1.605 (2.164)
1037 / 5005	Time: 0.604 (2.162)
1038 / 5005	Time: 1.755 (2.162)
1039 / 5005	Time: 0.406 (2.160)
1040 / 5005	Time: 1.905 (2.160)
1041 / 5005	Time: 0.252 (2.158)
1042 / 5005	Time: 2.276 (2.158)
1043 / 5005	Time: 0.036 (2.156)
1044 / 5005	Time: 2.220 (2.156)
1045 / 5005	Time: 0.038 (2.154)
1046 / 5005	Time: 2.520 (2.155)
1047 / 5005	Time: 0.038 (2.153)
1048 / 5005	Time: 1.868 (2.152)
1049 / 5005	Time: 0.038 (2.150)
1050 / 5005	Time: 1.855 (2.150)
1051 / 5005	Time: 0.803 (2.149)
1052 / 5005	Time: 1.906 (2.149)
1053 / 5005	Time: 0.504 (2.147)
1054 / 5005	Time: 2.557 (2.147)
1055 / 5005	Time: 0.603 (2.146)
1056 / 5005	Time: 1.905 (2.146)
1057 / 5005	Time: 0.202 (2.144)
1058 / 5005	Time: 2.306 (2.144)
1059 / 5005	Time: 0.046 (2.142)
1060 / 5005	Time: 2.722 (2.143)
1061 / 5005	Time: 0.038 (2.141)
1062 / 5005	Time: 2.243 (2.141)
1063 / 5005	Time: 0.038 (2.139)
1064 / 5005	Time: 2.574 (2.139)
1065 / 5005	Time: 0.038 (2.137)
1066 / 5005	Time: 2.226 (2.137)
1067 / 5005	Time: 0.038 (2.135)
1068 / 5005	Time: 2.461 (2.136)
1069 / 5005	Time: 0.043 (2.134)
1070 / 5005	Time: 2.463 (2.134)
1071 / 5005	Time: 0.038 (2.132)
1072 / 5005	Time: 2.557 (2.132)
1073 / 5005	Time: 0.101 (2.130)
1074 / 5005	Time: 2.104 (2.130)
1075 / 5005	Time: 0.553 (2.129)
1076 / 5005	Time: 2.156 (2.129)
1077 / 5005	Time: 0.653 (2.128)
1078 / 5005	Time: 1.606 (2.127)
1079 / 5005	Time: 0.402 (2.126)
1080 / 5005	Time: 1.555 (2.125)
1081 / 5005	Time: 0.202 (2.123)
1082 / 5005	Time: 1.856 (2.123)
1083 / 5005	Time: 0.603 (2.122)
1084 / 5005	Time: 2.106 (2.122)
1085 / 5005	Time: 0.452 (2.120)
1086 / 5005	Time: 1.861 (2.120)
1087 / 5005	Time: 0.452 (2.118)
1088 / 5005	Time: 1.956 (2.118)
1089 / 5005	Time: 0.304 (2.116)
1090 / 5005	Time: 2.006 (2.116)
1091 / 5005	Time: 0.303 (2.115)
1092 / 5005	Time: 2.012 (2.115)
1093 / 5005	Time: 0.304 (2.113)
1094 / 5005	Time: 1.756 (2.113)
1095 / 5005	Time: 0.603 (2.111)
1096 / 5005	Time: 1.806 (2.111)
1097 / 5005	Time: 0.354 (2.109)
1098 / 5005	Time: 2.169 (2.109)
1099 / 5005	Time: 0.038 (2.108)
1100 / 5005	Time: 1.770 (2.107)
1101 / 5005	Time: 0.038 (2.105)
1102 / 5005	Time: 1.872 (2.105)
1103 / 5005	Time: 0.039 (2.103)
1104 / 5005	Time: 1.805 (2.103)
1105 / 5005	Time: 0.102 (2.101)
1106 / 5005	Time: 2.106 (2.101)
1107 / 5005	Time: 0.502 (2.100)
1108 / 5005	Time: 1.507 (2.099)
1109 / 5005	Time: 0.702 (2.098)
1110 / 5005	Time: 1.959 (2.098)
1111 / 5005	Time: 0.753 (2.097)
1112 / 5005	Time: 1.705 (2.096)
1113 / 5005	Time: 0.653 (2.095)
1114 / 5005	Time: 1.654 (2.095)
1115 / 5005	Time: 0.553 (2.093)
1116 / 5005	Time: 1.706 (2.093)
1117 / 5005	Time: 0.503 (2.091)
1118 / 5005	Time: 1.855 (2.091)
1119 / 5005	Time: 0.953 (2.090)
1120 / 5005	Time: 1.805 (2.090)
1121 / 5005	Time: 0.505 (2.089)
1122 / 5005	Time: 2.055 (2.089)
1123 / 5005	Time: 0.653 (2.087)
1124 / 5005	Time: 2.106 (2.087)
1125 / 5005	Time: 0.202 (2.086)
1126 / 5005	Time: 2.520 (2.086)
1127 / 5005	Time: 0.036 (2.084)
1128 / 5005	Time: 2.169 (2.084)
1129 / 5005	Time: 0.039 (2.082)
1130 / 5005	Time: 1.969 (2.082)
1131 / 5005	Time: 0.037 (2.081)
1132 / 5005	Time: 2.019 (2.080)
1133 / 5005	Time: 0.038 (2.079)
1134 / 5005	Time: 2.167 (2.079)
1135 / 5005	Time: 0.036 (2.077)
1136 / 5005	Time: 2.068 (2.077)
1137 / 5005	Time: 0.036 (2.075)
1138 / 5005	Time: 1.516 (2.075)
1139 / 5005	Time: 0.038 (2.073)
1140 / 5005	Time: 2.471 (2.073)
1141 / 5005	Time: 0.038 (2.071)
1142 / 5005	Time: 2.270 (2.072)
1143 / 5005	Time: 0.037 (2.070)
1144 / 5005	Time: 2.019 (2.070)
1145 / 5005	Time: 0.038 (2.068)
1146 / 5005	Time: 2.172 (2.068)
1147 / 5005	Time: 0.038 (2.066)
1148 / 5005	Time: 2.470 (2.067)
1149 / 5005	Time: 0.038 (2.065)
1150 / 5005	Time: 2.420 (2.065)
1151 / 5005	Time: 0.038 (2.063)
1152 / 5005	Time: 2.470 (2.064)
1153 / 5005	Time: 0.038 (2.062)
1154 / 5005	Time: 2.123 (2.062)
1155 / 5005	Time: 0.038 (2.060)
1156 / 5005	Time: 2.520 (2.061)
1157 / 5005	Time: 0.038 (2.059)
1158 / 5005	Time: 2.369 (2.059)
1159 / 5005	Time: 0.039 (2.058)
1160 / 5005	Time: 2.423 (2.058)
1161 / 5005	Time: 0.038 (2.056)
1162 / 5005	Time: 2.319 (2.056)
1163 / 5005	Time: 0.036 (2.055)
1164 / 5005	Time: 2.219 (2.055)
1165 / 5005	Time: 0.038 (2.053)
1166 / 5005	Time: 2.572 (2.053)
1167 / 5005	Time: 0.039 (2.052)
1168 / 5005	Time: 2.170 (2.052)
1169 / 5005	Time: 0.038 (2.050)
1170 / 5005	Time: 2.469 (2.050)
1171 / 5005	Time: 0.036 (2.049)
1172 / 5005	Time: 2.370 (2.049)
1173 / 5005	Time: 0.038 (2.047)
1174 / 5005	Time: 2.616 (2.048)
1175 / 5005	Time: 0.036 (2.046)
1176 / 5005	Time: 2.369 (2.046)
1177 / 5005	Time: 0.037 (2.045)
1178 / 5005	Time: 2.269 (2.045)
1179 / 5005	Time: 0.038 (2.043)
1180 / 5005	Time: 2.369 (2.043)
1181 / 5005	Time: 0.038 (2.042)
1182 / 5005	Time: 2.269 (2.042)
1183 / 5005	Time: 0.038 (2.040)
1184 / 5005	Time: 2.062 (2.040)
1185 / 5005	Time: 0.038 (2.039)
1186 / 5005	Time: 2.386 (2.039)
1187 / 5005	Time: 0.036 (2.037)
1188 / 5005	Time: 2.262 (2.037)
1189 / 5005	Time: 0.602 (2.036)
1190 / 5005	Time: 1.853 (2.036)
1191 / 5005	Time: 0.602 (2.035)
1192 / 5005	Time: 1.604 (2.034)
1193 / 5005	Time: 1.053 (2.034)
1194 / 5005	Time: 1.254 (2.033)
1195 / 5005	Time: 1.053 (2.032)
1196 / 5005	Time: 1.204 (2.031)
1197 / 5005	Time: 1.009 (2.031)
1198 / 5005	Time: 1.905 (2.030)
1199 / 5005	Time: 1.654 (2.030)
1200 / 5005	Time: 0.508 (2.029)
1201 / 5005	Time: 2.004 (2.029)
1202 / 5005	Time: 0.753 (2.028)
1203 / 5005	Time: 1.969 (2.028)
1204 / 5005	Time: 0.038 (2.026)
1205 / 5005	Time: 2.169 (2.026)
1206 / 5005	Time: 0.038 (2.025)
1207 / 5005	Time: 2.419 (2.025)
1208 / 5005	Time: 0.038 (2.023)
1209 / 5005	Time: 2.217 (2.023)
1210 / 5005	Time: 0.036 (2.022)
1211 / 5005	Time: 2.519 (2.022)
1212 / 5005	Time: 0.038 (2.021)
1213 / 5005	Time: 2.169 (2.021)
1214 / 5005	Time: 0.039 (2.019)
1215 / 5005	Time: 2.119 (2.019)
1216 / 5005	Time: 0.038 (2.018)
1217 / 5005	Time: 2.369 (2.018)
1218 / 5005	Time: 0.038 (2.016)
1219 / 5005	Time: 2.570 (2.017)
1220 / 5005	Time: 0.040 (2.015)
1221 / 5005	Time: 2.021 (2.015)
1222 / 5005	Time: 0.039 (2.013)
1223 / 5005	Time: 2.669 (2.014)
1224 / 5005	Time: 0.036 (2.012)
1225 / 5005	Time: 2.468 (2.013)
1226 / 5005	Time: 0.036 (2.011)
1227 / 5005	Time: 2.568 (2.012)
1228 / 5005	Time: 0.036 (2.010)
1229 / 5005	Time: 2.323 (2.010)
1230 / 5005	Time: 0.039 (2.009)
1231 / 5005	Time: 2.672 (2.009)
1232 / 5005	Time: 0.039 (2.008)
1233 / 5005	Time: 2.368 (2.008)
1234 / 5005	Time: 0.038 (2.006)
1235 / 5005	Time: 2.570 (2.007)
1236 / 5005	Time: 0.038 (2.005)
1237 / 5005	Time: 2.918 (2.006)
1238 / 5005	Time: 0.036 (2.004)
1239 / 5005	Time: 2.319 (2.005)
1240 / 5005	Time: 0.037 (2.003)
1241 / 5005	Time: 2.117 (2.003)
1242 / 5005	Time: 0.037 (2.001)
1243 / 5005	Time: 2.319 (2.002)
1244 / 5005	Time: 0.038 (2.000)
1245 / 5005	Time: 2.369 (2.000)
1246 / 5005	Time: 0.039 (1.999)
1247 / 5005	Time: 2.619 (1.999)
1248 / 5005	Time: 0.038 (1.998)
1249 / 5005	Time: 2.419 (1.998)
1250 / 5005	Time: 0.038 (1.997)
1251 / 5005	Time: 2.319 (1.997)
1252 / 5005	Time: 0.038 (1.995)
1253 / 5005	Time: 2.419 (1.996)
1254 / 5005	Time: 0.038 (1.994)
1255 / 5005	Time: 2.623 (1.994)
1256 / 5005	Time: 0.038 (1.993)
1257 / 5005	Time: 2.618 (1.993)
1258 / 5005	Time: 0.038 (1.992)
1259 / 5005	Time: 1.983 (1.992)
1260 / 5005	Time: 0.039 (1.990)
1261 / 5005	Time: 2.256 (1.991)
1262 / 5005	Time: 0.038 (1.989)
1263 / 5005	Time: 2.470 (1.989)
1264 / 5005	Time: 0.038 (1.988)
1265 / 5005	Time: 2.534 (1.988)
1266 / 5005	Time: 0.038 (1.987)
1267 / 5005	Time: 2.054 (1.987)
1268 / 5005	Time: 0.037 (1.985)
1269 / 5005	Time: 2.324 (1.986)
1270 / 5005	Time: 0.039 (1.984)
1271 / 5005	Time: 2.369 (1.984)
1272 / 5005	Time: 0.039 (1.983)
1273 / 5005	Time: 2.218 (1.983)
1274 / 5005	Time: 0.038 (1.981)
1275 / 5005	Time: 2.274 (1.982)
1276 / 5005	Time: 0.039 (1.980)
1277 / 5005	Time: 2.369 (1.980)
1278 / 5005	Time: 0.036 (1.979)
1279 / 5005	Time: 2.268 (1.979)
1280 / 5005	Time: 0.037 (1.978)
1281 / 5005	Time: 2.418 (1.978)
1282 / 5005	Time: 0.037 (1.976)
1283 / 5005	Time: 2.369 (1.977)
1284 / 5005	Time: 0.037 (1.975)
1285 / 5005	Time: 2.267 (1.975)
1286 / 5005	Time: 0.036 (1.974)
1287 / 5005	Time: 2.271 (1.974)
1288 / 5005	Time: 0.040 (1.973)
1289 / 5005	Time: 2.621 (1.973)
1290 / 5005	Time: 0.043 (1.972)
1291 / 5005	Time: 2.620 (1.972)
1292 / 5005	Time: 0.037 (1.971)
1293 / 5005	Time: 2.620 (1.971)
1294 / 5005	Time: 0.038 (1.970)
1295 / 5005	Time: 2.319 (1.970)
1296 / 5005	Time: 0.037 (1.968)
1297 / 5005	Time: 2.324 (1.969)
1298 / 5005	Time: 0.038 (1.967)
1299 / 5005	Time: 2.018 (1.967)
1300 / 5005	Time: 0.036 (1.966)
1301 / 5005	Time: 2.218 (1.966)
1302 / 5005	Time: 0.038 (1.965)
1303 / 5005	Time: 2.270 (1.965)
1304 / 5005	Time: 0.038 (1.963)
1305 / 5005	Time: 2.374 (1.964)
1306 / 5005	Time: 0.038 (1.962)
1307 / 5005	Time: 1.919 (1.962)
1308 / 5005	Time: 0.036 (1.961)
1309 / 5005	Time: 1.120 (1.960)
1310 / 5005	Time: 0.036 (1.959)
1311 / 5005	Time: 1.471 (1.958)
